Ссылка,Название,Описание,Метро,Дальность от метро,Адрес,Стоимость,Стоимость за метр
https://www.cian.ru/sale/flat/307325426/,Большая лоджия 10м.,"2-комн. квартира, 42 м², 5/9 этаж",Сходненская,12 минут пешком,"Москва, СЗАО, р-н Южное Тушино, м. Сходненская, Туристская улица, 6К3",14 000 000 ₽,333 333 ₽/м²
https://www.cian.ru/sale/flat/301551567/,"2-комн. квартира, 59,1 м², 13/34 этаж",Секция 1 • Сдача корпуса 1 кв. 2028,Беломорская,16 минут пешком,"Москва, САО, р-н Левобережный, м. Беломорская, Ленинградское шоссе",25 111 590 ₽,424 900 ₽/м²
https://www.cian.ru/sale/flat/310774802/,"2-комн. квартира, 53,4 м², 28/29 этаж",Информация отсутствует,Серпуховская,11 минут пешком,"Москва, ЦАО, р-н Якиманка, м. Серпуховская, Мытная улица, 40к1",42 800 000 ₽,801 498 ₽/м²
https://www.cian.ru/sale/flat/302074602/,Семейная двушка с дизайн-ремонтом,"2-комн. квартира, 39 м², 7/14 этаж",Юго-Восточная,7 минут пешком,"Москва, ЮВАО, р-н Выхино-Жулебино, м. Юго-Восточная, Ташкентская улица, 4К1",12 999 999 ₽,333 333 ₽/м²
https://www.cian.ru/sale/flat/308968775/,"2-комн. квартира, 88 м², 3/9 этаж",Секция 4 • Сдача корпуса 4 кв. 2026,Спортивная,12 минут пешком,"Москва, ЦАО, р-н Хамовники, м. Спортивная, 531-й кв-л, Дом 22 ЖК",146 748 800 ₽,1 667 600 ₽/м²
https://www.cian.ru/sale/flat/309676186/,Квартира с характером,"2-комн. апартаменты, 61,2 м², 24/79 этаж",Информация отсутствует,4 минуты пешком,"Москва, ЦАО, р-н Пресненский, м. Москва-Сити, 1-й Красногвардейский проезд, 22с2",58 000 000 ₽,947 712 ₽/м²
https://www.cian.ru/sale/flat/311189183/,Отличное состояние!,"2-комн. квартира, 60,3 м², 13/17 этаж",Рассказовка,10 минут пешком,"Москва, НАО (Новомосковский), м. Рассказовка, Внуковское поселение, улица Бориса Пастернака, 21",19 200 000 ₽,318 408 ₽/м²
https://www.cian.ru/sale/flat/310686576/,"2-комн. квартира, 158,4 м², 4/5 этаж",Сдан,Полянка,6 минут пешком,"Москва, ЦАО, р-н Якиманка, м. Полянка, Старомонетный переулок, 19/11С1",586 080 000 ₽,3 700 000 ₽/м²
https://www.cian.ru/sale/flat/309200944/,Привлекательная цена!,"2-комн. квартира, 66 м², 5/13 этаж",Парк Победы,11 минут пешком,"Москва, ЗАО, р-н Дорогомилово, м. Поклонная, улица Братьев Фонченко",75 000 000 ₽,1 136 364 ₽/м²
https://www.cian.ru/sale/flat/308406721/,Квартира мечты в центре Москвы,"2-комн. квартира, 61 м², 7/24 этаж",Красные ворота,2 минуты пешком,"Москва, ЦАО, р-н Красносельский, м. Красные ворота, Садовая-Спасская улица, 21/1",48 000 000 ₽,786 885 ₽/м²
https://www.cian.ru/sale/flat/308399369/,"2-комн. квартира, 75,79 м², 5/11 этаж",Секция 1 • Сдача корпуса 4 кв. 2024,Фили,8 минут пешком,"Москва, ЗАО, р-н Филевский парк, м. Фили, Фили Сити ЖК",56 842 500 ₽,750 000 ₽/м²
https://www.cian.ru/sale/flat/310269057/,Видовая квартира с террасой,"2-комн. квартира, 116 м², 2/21 этаж",Улица 1905 года,7 минут пешком,"Москва, ЦАО, р-н Пресненский, м. Улица 1905 года, улица Костикова, 4к3",135 000 000 ₽,1 163 793 ₽/м²
https://www.cian.ru/sale/flat/307776076/,Светлая квартира с мебелью!,"2-комн. квартира, 40 м², 9/9 этаж",Кантемировская,9 минут пешком,"Москва, ЮАО, р-н Царицыно, м. Кантемировская, улица Бехтерева, 11К1",13 800 000 ₽,345 000 ₽/м²
https://www.cian.ru/sale/flat/311238249/,"2-комн. квартира, 51,6 м², 2/9 этаж",Секция 4 • Сдача корпуса 1 кв. 2025,Рассказовка,5 минут на транспорте,"Москва, НАО (Новомосковский), м. Рассказовка, Переделкино Ближнее мкр, 17-й кв-л, к4",13 480 149 ₽,261 243 ₽/м²
https://www.cian.ru/sale/flat/306821480/,"2-комн. апартаменты, 45,8 м², 3/7 этаж",Информация отсутствует,Улица 1905 года,13 минут пешком,"Москва, ЦАО, р-н Пресненский, м. Улица 1905 года, Большой Тишинский переулок, 38",41 600 000 ₽,908 297 ₽/м²
https://www.cian.ru/sale/flat/310608335/,Видовая квартира,"2-комн. квартира, 60 м², 9/11 этаж",Парк Победы,1 минута пешком,"Москва, ЗАО, р-н Дорогомилово, м. Парк Победы, улица Генерала Ермолова, 4",37 000 000 ₽,616 667 ₽/м²
https://www.cian.ru/sale/flat/293713880/,"2-комн. квартира, 85,6 м², 2/14 этаж",Секция 1 • Сдача корпуса 4 кв. 2024,Боровицкая,20 минут пешком,"Москва, ЦАО, р-н Якиманка, м. Новокузнецкая, Лаврушинский ЖК",184 760 000 ₽,2 158 411 ₽/м²
https://www.cian.ru/sale/flat/311319916/,Лучший Новогодний подарок!!!,"2-комн. квартира, 71 м², 11/18 этаж",Филатов Луг,10 минут на транспорте,"Москва, НАО (Новомосковский), м. Филатов Луг, Московский г., улица Никитина, 11к4",18 500 000 ₽,260 563 ₽/м²
https://www.cian.ru/sale/flat/310571157/,Квартира с видом на набережную!,"2-комн. квартира, 90 м², 3/5 этаж",Воробьёвы горы,14 минут пешком,"Москва, ЮЗАО, р-н Гагаринский, м. Воробьёвы горы, Андреевская набережная, 1",78 000 000 ₽,866 667 ₽/м²
https://www.cian.ru/sale/flat/307668269/,Резиденция с авторской отделкой,"2-комн. квартира, 61,6 м², 6/25 этаж",Кунцевская,9 минут пешком,"Москва, ЗАО, р-н Фили-Давыдково, м. Кунцевская, Малая Филевская улица, 46",48 664 000 ₽,790 000 ₽/м²
https://www.cian.ru/sale/flat/309123191/,Центр. Рядом с Эрмитажем.,"2-комн. квартира, 70 м², 4/11 этаж",Маяковская,11 минут пешком,"Москва, ЦАО, р-н Тверской, м. Маяковская, улица Каретный Ряд, 5/10С2",39 750 000 ₽,567 857 ₽/м²
https://www.cian.ru/sale/flat/309576664/,Дизайнерская двушка с ремонтом!,"2-комн. квартира, 42,4 м², 3/8 этаж",Аэропорт,8 минут пешком,"Москва, САО, р-н Аэропорт, м. Аэропорт, улица Черняховского, 12",21 800 000 ₽,514 151 ₽/м²
https://www.cian.ru/sale/flat/306305918/,"2-комн. квартира, 64,67 м², 12/33 этаж",Секция 2 • Сдача корпуса 4 кв. 2027,Информация отсутствует,8 минут пешком,"Москва, ЦАО, р-н Пресненский, м. Белорусская, улица Пресненский Вал, 27С6",34 114 071 ₽,527 510 ₽/м²
https://www.cian.ru/sale/flat/311036856/,"2-комн. квартира, 72,8 м², 28/41 этаж",Информация отсутствует,Петровский Парк,15 минут пешком,"Москва, САО, р-н Хорошевский, м. Аэропорт, Ленинградский проспект, 37/6",73 000 000 ₽,1 002 747 ₽/м²
https://www.cian.ru/sale/flat/308657571/,Квартира на Кутузовском проспекте,"2-комн. квартира, 43,7 м², 2/5 этаж",Славянский бульвар,15 минут пешком,"Москва, ЗАО, р-н Фили-Давыдково, м. Кунцевская, Кутузовский проспект, 69К2",16 000 000 ₽,366 133 ₽/м²
https://www.cian.ru/sale/flat/301259912/,"2-комн. квартира, 42,5 м², 14/42 этаж",Секция 1 • Сдан,Нагорная,20 минут пешком,"Москва, ЮЗАО, р-н Котловка, м. Нагорная, Севастопольский проспект, 22А",23 012 773 ₽,541 477 ₽/м²
https://www.cian.ru/sale/flat/310966103/,Функциональная планировка! Виды!,"2-комн. квартира, 71 м², 12/21 этаж",Улица 1905 года,7 минут пешком,"Москва, ЦАО, р-н Пресненский, м. Улица 1905 года, улица Костикова, 4к3",82 000 000 ₽,1 154 930 ₽/м²
https://www.cian.ru/sale/flat/310256120/,"2-комн. квартира, 44,1 м², 2/9 этаж",Информация отсутствует,Ольховая,20 минут на транспорте,"Москва, ТАО (Троицкий), м. Троицк, Троицк, В мкр, 30",7 800 000 ₽,176 871 ₽/м²
https://www.cian.ru/sale/flat/309403148/,"2-комн. квартира, 41 м², 3/17 этаж",Секция Корпус Б • Сдача корпуса 2 кв. 2027,Соколиная гора,4 минуты пешком,"Москва, ВАО, р-н Соколиная гора, м. Соколиная гора, улица 8-я Соколиной Горы, 26",15 567 700 ₽,379 700 ₽/м²
https://www.cian.ru/sale/flat/311341337/,Новый дизайнерский ремонт,"2-комн. квартира, 67,5 м², 20/21 этаж",Динамо,5 минут пешком,"Москва, САО, р-н Беговой, м. Динамо, Ленинградский проспект, 29к2",58 000 000 ₽,859 259 ₽/м²
https://www.cian.ru/sale/flat/310282867/,Новая видовая двушка,"2-комн. квартира, 38 м², 29/33 этаж",Информация отсутствует,8 минут пешком,"Москва, ЮВАО, р-н Нижегородский, м. Нижегородская, Газгольдерная улица, 10",17 500 000 ₽,460 526 ₽/м²
https://www.cian.ru/sale/flat/310752969/,"2-комн. квартира, 76,2 м², 13/50 этаж",Секция 1 • Сдача корпуса 2 кв. 2027,Информация отсутствует,11 минут пешком,"Москва, ЗАО, р-н Раменки, м. Мичуринский проспект, Кинематографический кв-л",34 594 800 ₽,454 000 ₽/м²
https://www.cian.ru/sale/flat/302074228/,Премиальная отделка! Виды на Сити,"2-комн. квартира, 144 м², 14/20 этаж",Улица 1905 года,12 минут пешком,"Москва, ЦАО, р-н Пресненский, м. Улица 1905 года, улица Сергея Макеева, 9к1",150 000 000 ₽,1 041 667 ₽/м²
https://www.cian.ru/sale/flat/310181345/,"2-комн. квартира, 50,6 м², 11/12 этаж",Информация отсутствует,Марьина Роща,8 минут пешком,"Москва, СВАО, р-н Марьина роща, м. Марьина Роща, Октябрьская улица, 33",18 500 000 ₽,365 613 ₽/м²
https://www.cian.ru/sale/flat/306733065/,"2-комн. квартира, 58,18 м², 2/28 этаж",Секция 1 • Сдача корпуса 2 кв. 2025,Нагатинская,4 минуты пешком,"Москва, ЮАО, р-н Нагатино-Садовники, м. Нагатинская, Нагатинская улица, к1вл1",27 400 186 ₽,470 955 ₽/м²
https://www.cian.ru/sale/flat/305921142/,Коллегам 60%,"2-комн. квартира, 72,8 м², 28/41 этаж",Аэропорт,12 минут пешком,"Москва, САО, р-н Хорошевский, м. Аэропорт, Ленинградский проспект, 37/6",73 000 000 ₽,1 002 747 ₽/м²
https://www.cian.ru/sale/flat/310798925/,Квартира с дизайнерским ремонтом!,"2-комн. квартира, 40 м², 6/9 этаж",Щёлковская,12 минут пешком,"Москва, ВАО, р-н Гольяново, м. Щёлковская, Байкальская улица, 15",14 200 000 ₽,355 000 ₽/м²
https://www.cian.ru/sale/flat/310580355/,"2-комн. квартира, 62,7 м², 24/32 этаж",Сдан,Калужская,18 минут пешком,"Москва, ЮЗАО, р-н Черемушки, м. Калужская, Херсонская улица, 43к5",38 486 514 ₽,613 820 ₽/м²
https://www.cian.ru/sale/flat/309818292/,Доступна рассрочка без %,"2-комн. апартаменты, 63,8 м², 11/11 этаж",Информация отсутствует,6 минут пешком,"Москва, САО, р-н Савеловский, м. Савёловская, улица Нижняя Масловка, 10Б",35 728 000 ₽,560 000 ₽/м²
https://www.cian.ru/sale/flat/310412625/,Квартира с большой лоджией,"2-комн. квартира, 62,6 м², 15/16 этаж",Комсомольская,10 минут пешком,"Москва, ЦАО, р-н Красносельский, м. Площадь трёх вокзалов, Большая Спасская улица, 10К1",26 000 000 ₽,415 335 ₽/м²
https://www.cian.ru/sale/flat/306067906/,"2-комн. квартира, 40,53 м², 2/57 этаж",Сдача корпуса 3 кв. 2025,Фили,5 минут пешком,"Москва, ЗАО, р-н Филевский парк, м. Фили, Фили Сити ЖК",26 210 751 ₽,646 700 ₽/м²
https://www.cian.ru/sale/flat/310310642/,Панорамные окна! Вид на парк!,"2-комн. квартира, 64,75 м², 6/10 этаж",Парк Победы,12 минут пешком,"Москва, ЗАО, р-н Дорогомилово, м. Поклонная, Виктори Парк Резиденсез ЖК, 3к7",70 000 000 ₽,1 081 081 ₽/м²
https://www.cian.ru/sale/flat/302550491/,"2-комн. квартира, 56,1 м², 23/26 этаж",Информация отсутствует,Профсоюзная,11 минут пешком,"Москва, ЮЗАО, р-н Ломоносовский, м. Профсоюзная, улица Архитектора Власова, 2",23 999 000 ₽,427 790 ₽/м²
https://www.cian.ru/sale/flat/308017401/,"2-комн. апартаменты, 71,8 м², 8/17 этаж",Сдача корпуса 4 кв. 2024,Парк Победы,4 минуты на транспорте,"Москва, ЗАО, р-н Филевский парк, м. Филёвский парк, улица Василисы Кожиной, вл25/1",46 626 920 ₽,649 400 ₽/м²
https://www.cian.ru/sale/flat/297469215/,Лучшая цена за кв.м.,"2-комн. апартаменты, 64,2 м², 8/9 этаж",Маяковская,2 минуты пешком,"Москва, ЦАО, р-н Тверской, м. Маяковская, 1-я Тверская-Ямская улица, 2",75 990 000 ₽,1 183 645 ₽/м²
https://www.cian.ru/sale/flat/308985158/,"Сауна,Купель,Терраса,2уровня,h=4м","2-комн. апартаменты, 66 м², 1/2 этаж",Соколиная гора,9 минут пешком,"Москва, ВАО, р-н Соколиная гора, м. Соколиная гора, 2-й Вольный переулок, 11",13 999 999 ₽,212 121 ₽/м²
https://www.cian.ru/sale/flat/297413640/,"2-комн. апартаменты, 69,2 м², 11/14 этаж",Секция 2 • Сдан,Тёплый Стан,10 минут пешком,"Москва, ЮЗАО, р-н Ясенево, м. Тёплый Стан, Новоясеневский проспект, 3В",20 490 120 ₽,296 100 ₽/м²
https://www.cian.ru/sale/flat/309326808/,Новый дизайнерский ремонт,"2-комн. квартира, 73,4 м², 8/11 этаж",Информация отсутствует,3 минуты пешком,"Москва, ЦАО, р-н Тверской, м. Белорусская, Лесная улица, 4с1",70 000 000 ₽,953 678 ₽/м²
https://www.cian.ru/sale/flat/311410978/,Лучшая цена в районе!,"2-комн. квартира, 43,3 м², 5/5 этаж",Сокол,15 минут пешком,"Москва, САО, р-н Аэропорт, м. Красный Балтиец, 3-й Балтийский переулок, 4К2",11 500 000 ₽,265 589 ₽/м²
https://www.cian.ru/sale/flat/304841949/,Квартира премиум-класса в ЗАО,"2-комн. квартира, 62,2 м², 3/34 этаж • Секция Башня 2",Парк Победы,17 минут пешком,"Москва, ЗАО, р-н Раменки, м. Парк Победы, проезд 4-й Сетуньский, 10Ас2",40 243 400 ₽,647 000 ₽/м²
https://www.cian.ru/sale/flat/308418795/,"2-комн. квартира, 54,4 м², 11/43 этаж",Информация отсутствует,Кутузовская,18 минут пешком,"Москва, ЗАО, р-н Раменки, м. Кутузовская, 1-й Сетуньский проезд, 8",30 990 000 ₽,569 669 ₽/м²
https://www.cian.ru/sale/flat/307089602/,"2-комн. квартира, 79,1 м², 31/40 этаж",Информация отсутствует,Информация отсутствует,2 минуты пешком,"Москва, САО, р-н Ховрино, м. Ховрино, улица Дыбенко, 38к1",30 500 000 ₽,385 588 ₽/м²
https://www.cian.ru/sale/flat/304303445/,2-комн. в семейном эко-квартале,"2-комн. апартаменты, 38,1 м², 3/5 этаж • Секция к. 6",Владыкино,19 минут пешком,"Москва, СВАО, р-н Марфино, м. Владыкино, Ботаническая улица, 29К1",17 621 250 ₽,462 500 ₽/м²
https://www.cian.ru/sale/flat/303252400/,Ralph Lauren Style,"2-комн. квартира, 96 м², 6/10 этаж",Парк Культуры,10 минут пешком,"Москва, ЦАО, р-н Хамовники, м. Парк Культуры, улица Льва Толстого, 23к1",260 000 000 ₽,2 708 333 ₽/м²
https://www.cian.ru/sale/flat/308686231/,"2-комн. квартира, 47 м², 4/9 этаж",Информация отсутствует,Ломоносовский проспект,10 минут пешком,"Москва, ЗАО, р-н Раменки, м. Ломоносовский проспект, улица Дружбы, 2/19",26 400 000 ₽,561 702 ₽/м²
https://www.cian.ru/sale/flat/309581180/,"2-комн. апартаменты, 49,84 м², 5/21 этаж",Секция 1 • Сдача корпуса 4 кв. 2024,Волгоградский проспект,16 минут пешком,"Москва, ЮВАО, р-н Нижегородский, м. Калитники, Н'айс Лофт ЖК",12 196 844 ₽,244 720 ₽/м²
https://www.cian.ru/sale/flat/309676182/,Дизайнерские апартаменты,"2-комн. апартаменты, 86 м², 53/68 этаж",Информация отсутствует,4 минуты пешком,"Москва, ЦАО, р-н Пресненский, м. Москва-Сити, 1-й Красногвардейский проезд, 22с2",95 000 000 ₽,1 104 651 ₽/м²
https://www.cian.ru/sale/flat/304528810/,"2-комн. квартира, 52,1 м², 9/12 этаж",Информация отсутствует,Фирсановская,12 минут на транспорте,"Москва, ЗелАО, р-н Старое Крюково, м. Зеленоград — Крюково, Зеленоград, мкр. 9-й, к929",10 950 000 ₽,210 173 ₽/м²
https://www.cian.ru/sale/flat/308752208/,"2-комн. квартира, 55,04 м², 11/39 этаж",Сдача корпуса 3 кв. 2026,Селигерская,4 минуты пешком,"Москва, САО, р-н Западное Дегунино, м. Селигерская, Северный ао, Селигер Сити ЖК, Башни Лисицкого тер.",21 196 256 ₽,385 106 ₽/м²
https://www.cian.ru/sale/flat/308951576/,"2-к. квартира, 50 м², 6/7 эт.","2-комн. квартира, 50 м², 6/7 этаж",Студенческая,11 минут пешком,"Москва, ЗАО, р-н Дорогомилово, м. Москва-Сити, Кутузовский проспект, 24",37 000 000 ₽,740 000 ₽/м²
https://www.cian.ru/sale/flat/304734283/,"2-комн. квартира, 49,5 м², 38/44 этаж",Информация отсутствует,Улица 1905 года,13 минут пешком,"Москва, ЦАО, р-н Пресненский, м. Улица 1905 года, Ходынская улица, 2",41 500 000 ₽,838 384 ₽/м²
https://www.cian.ru/sale/flat/310684748/,"2-комн. квартира, 58,9 м², 2/7 этаж",Секция 6 • Сдача корпуса 3 кв. 2025,Филатов Луг,7 минут на транспорте,"Москва, НАО (Новомосковский), м. Филатов Луг, № 82 кв-л, Новое Летово ЖК, к1",15 632 060 ₽,265 400 ₽/м²
https://www.cian.ru/sale/flat/311292832/,Вид на реку! Полная стоимость!,"2-комн. квартира, 44 м², 38/46 этаж",Шелепиха,16 минут пешком,"Москва, СЗАО, р-н Хорошево-Мневники, м. Шелепиха, Шелепихинская набережная, 34к6",32 400 000 ₽,736 364 ₽/м²
https://www.cian.ru/sale/flat/311422203/,"2-комн. квартира, 47 м², 9/9 этаж",Информация отсутствует,Крёкшино,12 минут на транспорте,"Москва, ТАО (Троицкий), м. Крёкшино, Дубрава Квартал № 50 СНТ, 27",8 500 000 ₽,180 851 ₽/м²
https://www.cian.ru/sale/flat/309581180/,"2-комн. апартаменты, 49,84 м², 5/21 этаж",Секция 1 • Сдача корпуса 4 кв. 2024,Волгоградский проспект,16 минут пешком,"Москва, ЮВАО, р-н Нижегородский, м. Калитники, Н'айс Лофт ЖК",12 196 844 ₽,244 720 ₽/м²
https://www.cian.ru/sale/flat/311292832/,Вид на реку! Полная стоимость!,"2-комн. квартира, 44 м², 38/46 этаж",Шелепиха,16 минут пешком,"Москва, СЗАО, р-н Хорошево-Мневники, м. Шелепиха, Шелепихинская набережная, 34к6",32 400 000 ₽,736 364 ₽/м²
https://www.cian.ru/sale/flat/304677734/,"2-комн. квартира, 62,6 м², 3/18 этаж",Информация отсутствует,Раменки,13 минут пешком,"Москва, ЗАО, р-н Раменки, м. Раменки, улица Светланова, 11к1",27 500 000 ₽,439 297 ₽/м²
https://www.cian.ru/sale/flat/310064478/,"2-комн. квартира, 114,3 м², 4/9 этаж",Секция Север • Сдача корпуса 3 кв. 2027,Сухаревская,5 минут пешком,"Москва, ЦАО, р-н Мещанский, м. Сухаревская, Малая Сухаревская площадь, 6С4",186 309 000 ₽,1 630 000 ₽/м²
https://www.cian.ru/sale/flat/309979871/,Готовый арендный бизнес,"2-комн. апартаменты, 52 м², 6/13 этаж",Динамо,8 минут пешком,"Москва, САО, р-н Аэропорт, м. Динамо, Ленинградский проспект, 36с36",35 800 000 ₽,688 462 ₽/м²
https://www.cian.ru/sale/flat/308950758/,ЖК Эко парк Горчаково,"2-комн. квартира, 71 м², 3/4 этаж",Крёкшино,15 минут на транспорте,"Москва, р-н Новая Москва, ТАО (Троицкий), м. Крёкшино, д. Горчаково, улица Школьная, 7к2",11 000 000 ₽,154 930 ₽/м²
https://www.cian.ru/sale/flat/310595198/,"Рассрочка 0% на апарт., 41.3 м²","2-комн. апартаменты, 41,3 м², 4/28 этаж • Секция 1",Звенигородская,16 минут пешком,"Москва, СЗАО, р-н Хорошево-Мневники, м. Звенигородская, Эмоушен ЖК",17 015 600 ₽,412 000 ₽/м²
https://www.cian.ru/sale/flat/310266515/,Уникальная квартира,"2-комн. квартира, 50 м², 6/7 этаж",Информация отсутствует,6 минут пешком,"Москва, ЗАО, р-н Дорогомилово, м. Москва-Сити, Кутузовский проспект, 24",37 000 000 ₽,740 000 ₽/м²
https://www.cian.ru/sale/flat/307683064/,"2-комн. квартира, 54 м², 2/8 этаж",Информация отсутствует,Красные ворота,7 минут пешком,"Москва, ЦАО, р-н Басманный, м. Красные ворота, Садовая-Черногрязская улица, 16-18С1",30 500 000 ₽,564 815 ₽/м²
https://www.cian.ru/sale/flat/310788202/,"2-комн. квартира, 42,6 м², 17/22 этаж",Секция 1 • Сдан,Информация отсутствует,4 минуты пешком,"Москва, ЦАО, р-н Красносельский, м. Площадь трёх вокзалов, Большая Спасская улица, 35",32 304 179 ₽,758 314 ₽/м²
https://www.cian.ru/sale/flat/311326771/,"Готовый интерьер, техника","2-комн. квартира, 61 м², 10/20 этаж",Беломорская,4 минуты на транспорте,"Москва, САО, р-н Левобережный, м. Беломорская, Ленинградское шоссе, 69к2",31 000 000 ₽,508 197 ₽/м²
https://www.cian.ru/sale/flat/303149151/,"2-комн. квартира, 90 м², 9/10 этаж",Информация отсутствует,Парк Культуры,18 минут пешком,"Москва, ЦАО, р-н Хамовники, м. Смоленская, Ружейный переулок, 3",79 990 000 ₽,888 778 ₽/м²
https://www.cian.ru/sale/flat/307251049/,"2-комн. квартира, 47 м², 2/11 этаж",Секция 2 • Сдача корпуса 1 кв. 2026,Серебряный Бор,10 минут на транспорте,"Москва, ЗАО, м. Серебряный Бор, Рублево-Архангельское мкр, Сберсити ЖК, В14 кв-л",25 803 000 ₽,549 000 ₽/м²
https://www.cian.ru/sale/flat/310780386/,Стиль! Уют!,"2-комн. квартира, 53 м², 11/36 этаж",Шелепиха,14 минут пешком,"Москва, СЗАО, р-н Хорошево-Мневники, м. Шелепиха, Шелепихинская набережная, 34к3зд6",36 900 000 ₽,696 226 ₽/м²
https://www.cian.ru/sale/flat/300133660/,В самом сердце парка!,"2-комн. апартаменты, 107,8 м², 3/3 этаж",Войковская,17 минут пешком,"Москва, СЗАО, р-н Покровское-Стрешнево, м. Балтийская, Ленинградское шоссе, 23к1",75 000 000 ₽,695 733 ₽/м²
https://www.cian.ru/sale/flat/305627324/,Квартира с рассрочкой 0%,"2-комн. квартира, 88,1 м², 4/17 этаж • Секция 1",Ленинский проспект,14 минут пешком,"Москва, ЮЗАО, р-н Гагаринский, м. Ленинский проспект, Ленинский проспект, 38Ак1",48 895 500 ₽,555 000 ₽/м²
https://www.cian.ru/sale/flat/306079971/,Доступна рассрочка!! ЖК Rotterdam,"2-комн. квартира, 79,4 м², 15/20 этаж",Нагатинская,6 минут пешком,"Москва, ЮАО, р-н Нагатино-Садовники, м. Нагатинская, Варшавское шоссе, 37АК1",29 870 000 ₽,376 196 ₽/м²
https://www.cian.ru/sale/flat/310739174/,Уютная дизайнерская квартира,"2-комн. квартира, 63,5 м², 5/5 этаж",Измайловская,7 минут пешком,"Москва, ВАО, р-н Измайлово, м. Измайловская, 5-я Парковая улица, 11",23 400 000 ₽,368 504 ₽/м²
https://www.cian.ru/sale/flat/302013644/,Рассрочка 0% на апартаменты,"2-комн. апартаменты, 54,3 м², 3/9 этаж • Секция 10",Аннино,4 минуты пешком,"Москва, ЮАО, р-н Чертаново Южное, м. Аннино, Варшавские Ворота ЖК, 1.1",12 251 057 ₽,225 618 ₽/м²
https://www.cian.ru/sale/flat/304045862/,"2-комн. квартира, 58,17 м², 29/57 этаж",Информация отсутствует,Фили,5 минут пешком,"Москва, ЗАО, р-н Филевский парк, м. Фили, Фили Сити ЖК",31 500 000 ₽,541 516 ₽/м²
https://www.cian.ru/sale/flat/308589984/,Лучшая 2х к.кв. в районе!!!,"2-комн. квартира, 45 м², 4/5 этаж",Аэропорт Внуково,13 минут пешком,"Москва, ЗАО, р-н Внуково, м. Аэропорт Внуково, улица Большая Внуковская, 3",9 500 000 ₽,211 111 ₽/м²
https://www.cian.ru/sale/flat/311204940/,"2-комн. квартира, 56,4 м², 3/36 этаж",Сдача корпуса 3 кв. 2027,Тушинская,4 минуты пешком,"Москва, СЗАО, р-н Покровское-Стрешнево, м. Тушинская, Вишневая улица, 7С128",18 574 945 ₽,329 343 ₽/м²
https://www.cian.ru/sale/flat/298779367/,"2-комн. квартира, 105,8 м², 1/18 этаж",Информация отсутствует,Профсоюзная,12 минут пешком,"Москва, ЮЗАО, р-н Ломоносовский, м. Профсоюзная, улица Архитектора Власова, 6",34 000 000 ₽,321 361 ₽/м²
https://www.cian.ru/sale/flat/311098693/,2-к квартира рядом с метро!,"2-комн. квартира, 47 м², 1/12 этаж",Площадь Ильича,4 минуты пешком,"Москва, ЦАО, р-н Таганский, м. Площадь Ильича, Рабочая улица, 14",15 500 000 ₽,329 787 ₽/м²
https://www.cian.ru/sale/flat/310065847/,"2-комн. квартира, 97,7 м², 3/8 этаж",Сдача корпуса 4 кв. 2026,Арбатская,3 минуты пешком,"Москва, ЦАО, р-н Арбат, м. Арбатская, Никитский бульвар, 6/20",268 675 000 ₽,2 750 000 ₽/м²
https://www.cian.ru/sale/flat/307254555/,Лучшая стоимость в Хамовниках!,"2-комн. апартаменты, 70,3 м², 3/7 этаж",Спортивная,8 минут пешком,"Москва, ЦАО, р-н Хамовники, м. Спортивная, Комсомольский проспект, 42С2",65 000 000 ₽,924 609 ₽/м²
https://www.cian.ru/sale/flat/309288749/,"2-комн. кв., 37 м², 4/9 этаж","2-комн. квартира, 37 м², 4/9 этаж",Информация отсутствует,12 минут пешком,"Москва, ВАО, р-н Перово, м. Перово, улица Металлургов, 2",10 450 000 ₽,282 432 ₽/м²
https://www.cian.ru/sale/flat/299730224/,"2-комн. квартира, 60,31 м², 4/28 этаж",Секция 2 • Сдача корпуса 2 кв. 2027,Нижегородская,12 минут пешком,"Москва, ЮВАО, р-н Нижегородский, м. Нижегородская, Аквилон Бисайд 2.0 ЖК",18 212 064 ₽,301 974 ₽/м²
https://www.cian.ru/sale/flat/311151995/,Новая! Готова к переезду!,"2-комн. апартаменты, 72,1 м², 6/12 этаж",Маяковская,5 минут пешком,"Москва, ЦАО, р-н Тверской, м. Маяковская, 2-я Брестская улица, 6",56 000 000 ₽,776 699 ₽/м²
https://www.cian.ru/sale/flat/304688086/,"2-комн. квартира, 57,5 м², 5/31 этаж",Секция 1 • Сдача корпуса 4 кв. 2026,Локомотив,9 минут на транспорте,"Москва, ВАО, р-н Метрогородок, м. Бульвар Рокоссовского, Тагильская улица, 6/5",19 160 000 ₽,333 217 ₽/м²
https://www.cian.ru/sale/flat/310093612/,Уникальный лофт в Хамовниках,"2-комн. апартаменты, 62,8 м², 6/6 этаж",Парк Культуры,7 минут пешком,"Москва, ЦАО, р-н Хамовники, м. Парк Культуры, Комсомольский проспект, 9А",59 000 000 ₽,939 490 ₽/м²
https://www.cian.ru/sale/flat/301419726/,"2-комн. квартира, 48 м², 2/30 этаж",Секция 1 • Сдача корпуса 4 кв. 2026,Борисово,5 минут на транспорте,"Москва, ЮАО, р-н Москворечье-Сабурово, м. Борисово, Вэйв ЖК",17 142 000 ₽,357 125 ₽/м²
